ā,吖呵啊𠼞𥥩腌𨉚锕錒阿
qiè,𠁠倢切㓶匧𠩂厒𠲵唼喋嗛㗫𡂠𡐤𡔣契妾㛍㛙𡝍婕帹𢍆怯悏㤲惬愜㥦慊挈捷𢲶𢺅朅椄𣠺㰤㰰㰼沏洯淁渫漆㹤猰㼤疌𤴼㾀㾜𤷾砌稧穕窃竊𥪵笡箧䈉篋籡𥿚緁𦆍蕺𦼰藒𦿋蛣蛪𧑨𧚨𧚪詧𧫕趄䞣𧻘𧻧䟙跙踥𨄊𨉪輵𨖰郄鍥锲䤿鐑䫔𩣴魥鯜鰈𪑗𪙌
qīn,亲侵儭㓎唚媇寴𡵑嵚嶔𣆲梫𣢐欽𣨠浸滲𤥓㾣𥍯䃢綅菳衾𧡘親誛𧯃䜷钦鋟頜顉駸骎鮼䵖
qín,𠓿𠘅勤㕂㕋嗪噙㘦埁埐堇墐嫀嶜庈廑㢙忴慬懃懄扲捦擒㩒㪁斳㮗槿橬檎𣜣㱽𣪄溱澿𤚩珡琴琹𤴽瘽矜𥎊𥎡䃡𥘋禽秦𥱧耹肣芩芹菦菳蓁䔷蘄蚙螓蠄覃𨙽𨛣鈂鈙鈫䦦雂𨾰靲𩎖鬵䰼鳹鵭𪒭𪒯
qǐn,侵𠔎㓎𠻨坅寑寝寢𡫧㝲𢫲昑梫𤙋㾛𤿳笉𥵧𦯈螼赺赾𧼒𧾏鋟锓𩓒𩔟䫬𪙟
qìn,儭𠖶㓎𠜘𠦎吢吣唚寴㞬𡹢㤈抋揿搇𢱶撳𣖯櫬欽𣨠沁瀙𤵂䈜臤𦧋菣藽衿鈊𩂈𩐙𩔝顩
qīng,倾傾𠨍卿圊埥寈廎慶𣫨氢氫淸清漀𥃟綪蜻𧕙𠑴𨆪軽轻輕𨓷郬鑋𨻺䨝靑青靘頃𩑭𩗼鯖鲭鶄𪏅
qíng,剠勍啨夝情擎擏晴暒棾樈檠㯳殑𣩜氰甠精葝𧖪請䝼䞍𩷏鯨䲔𩽡𪄈黥
qǐng,傾𠗝𡄇𡲀庼廎㩩𢹃檾涇漀㷫磬綮苘莔䔛請请謦頃顷𩒵𩔥䯧
qìng,亲倩儬凊𡄔声庆廎慶掅櫦殸清渹濪㵾𤭩䂩硜碃磬箐𥱨䋜綮罄胜親請謦䡖輕靘𩇝𩇟䯧
qing,硘
qiōng,𥑎穹芎跫𨉫銎鞠
qióng,㑋𠊫𠌖㒌儝𠤊卭𡊼𡞦嬛㝁𡦃宆𡸕𡺺惸𢞏憌㧭𢶇𣇬𣋶桏𣑦㮪橩𣜧㷀焪焭煢熍𤢶𤤑𤤶琁琼璚瓊㼇瓗睘瞏䁚𥑱䃔䅃穷穹窮䆳竆𥨪笻筇𥳎䊄𦦧舼𦨰茕𦭭䓖藑𦾵藭蛩蛬䛪赹跫𨀯䠻𨍶邛銎𩑓𩢽𩨯𩬛𩬰𪀛
qiòng,𢮍𣶆
qiū,𠀉丘㐀丠區𠰋坵𡊣㚱媝恘惆楸橚櫹㳋湫𥔻秋秌穐䆋𥫷篍緧䐐萩蓲蘒𧇸蚯蝵蟗𧏋蠤𧲰趥䠓𨍊遒邱邺䨂鞦鞧𩵰鰌鰍鳅䲡䱸鱃鶖鹙𪍗龜龟龝𪚺
qiú,㐤仇俅氽𠗈厹叴㕤唒囚团㛏㞗𡲚㟈崷巯巰𢈝𢘄㤹𢛃㥢𢦎扏㧨捄朹㭝梂𣧝殏毬𣭳氿求汓泅浗渞湭煪㷕𤕾牫犰𤞰玌㺩㺫球璆皳盚𥥽𥭑䊵紌絿䎿肍艽𦬖莍𦰪𦵩虬虯蛷蝤𧔭裘觓𧣕觩𧤕訄訅䜪𧳫賕赇𧺤𧻱趜䟵𨒊逎逑遒䣇酋𨟽醔釓釚䤛釻銶𨱇𨲒𨺧𩒮𩔕𩗕馗𩵍鮂鯄𩾁鰽鳩鼽
qiǔ,搝䊆糗𦦄𧻁䞭𩈸𩝠
qiù,愀𧼭䟬踆䠗𨕦𪖛
qū,伹佉匤区區去取㘗坥屈𡱅𡳆岖岨岴嶇㠊𢌷怚憈抾𢴮𢼰敺曲㭕毆𣮈浀焌㸖㻃祛𥬔筁䈌𥶶粬𥺷𥽧紶組胠脥𦛕𦛱䒧䒼䓚䓛𦸶䕮蛆䖦蛐䗇𧌑𧐅袪𧠢覰觑覻詘诎誳趋趍趜趣趨𧾶跙𨃘𨄅躯軀𨊘䢗𨧱𨱊镼𨸟阹䧢鞠鞫𩍔𩖷駆驱駈𩣹騶驅𩪍髷魼鰸鱋鶌麯𪌬麴麹黢𪛃
qú,佢𠍲𠏛劬𠣪句㖆𡡥㜹𡱺𡲰巨𢂁𢌄𢎖㣄忂𢦌戵㩴斪朐枸𣖪㯫欋㲒㲘𣭳𣯸𣰋𣰠𣰡氍𣰻淭渠灈𤢓𤨎璖璩㽛癯𥃔瞿䂂磲𥗫𥧻䆽籧絇䋧𦄽翑𦐛翵𦔬𦕙胊臞𦣒菃葋蕖𦼫蘧𧄒蚼𧊛螶蟝𧕎蠷蠼衐𧗪衢𧝔𧲵䝣䞤䟊𧾱躣軥𨎶𨐣遽䢹𨞙𨞳鉤鐻鑺𨼫𨼽𩇐𩉿𩢳𩧘𩴹𩵅鮈𩽩鴝鸲𩿥𩿩𪀊𪁖𪉌𪄊𪆂鸜𪌆𪍸䵶鼩
qǔ,取娶𡟥弆曲𤖬㾀竘竬紶𦗛苣𧉧蝺詓䞤跔𨓭𪋄䶚齲龋
qù,𠇯刞厺去呿唟㜘𡳆㧁㫢欪㰦𤙏䁦耝䒧蜡覰觑覷覻誇𧻃趣趨跼䠐閴闃阒𩿟麮鼁
qu,戌迲
quān,㒽𠛮卷圈圏𡈉奍峑弮恮悛桊棬𥁠𥁸䌯𦋓腃酄𨟠𨩸鐉駩𩧴
quán,佺㒰全𠤹𠥙卷啳𡇮圈埢𡙅𡙐姾婘孉𡰝𡴔㟫𡺟巏𢎠𢑆惓𢫔拳拴捲搼𣍴权栓棬楾槫権權泉洤湶灥牷犈𤜍狋獾𤥷瑔𤬠痊𤷄𥁠䀬矔硂𥤊筌純絟縓䌯𦏮𦓰腃䑏荃葲𧈾蜷𧍭蠸觠詮诠謜譔䟒跧踡䠰輇辁𨛈𨜩醛銓铨闎𩓫颧顴𩘘𩜬騡鬈鰁鳈鸛𪈻齤
quǎn,圳𡿨𢔑汱𣸋烇犬犭甽𤰝畎䅚𥹳䊎綣绻𦨚虇𧸾𪐂
quàn,串券劝勧勸𢍕灥牶䄐𦍅𨨗韏
quan,椦
quē,決炔𥆸𥗮缺蒛蚗𧎯闕阙𩨭𩨷𩫠
qué,瘸
què,傕𠞗却㕁卻𡇱𡉉埆塙墧屈崅𢔱悫愨慤𢠬搉㩁攉敠榷𣖫𣛵㰌𣤇㱋㱿𣪹㲉汋㴶燩㹱猎𤡯𤣅琷㾡𤷽𤿋𤿩皵𤿵𥀎硞确碏確碻𥕹礐礭𥗙𥜵𥩢䇎䍳䐨舄芍𧢩𧢭觳趞䟩踖𨞩𨟠𨢜𨴊𨴒𨵗闋阕䦬闕阙隺雀䧿𩤈鳥䲵鵲鹊𪏈𪏨𪖀
qūn,囷𡈀夋峮㟒𢛕歏箘𦽖𧼐踆輑逡遁𩎗𩤁
qún,宭帬㪊𣀄𤛭𤸷㿏䊎羣群裙裠𨞗䭽麇麕
qǔn,𦃢蹲
rán,𠊌𠤀𠯍呥嘫𡖝㜣𢓒柟㲯𣰦然燃㸐𤙼𤡮𤱋㾆𥳚繎肰䑙𦫉䔳䕼䖄蚦蚺衻袇袡䫇髥髯䳿𪓘𪓚𪚮
rǎn,㒄冄冉𠱞㚩姌𡜉𡜫媣㜣㦓染橪熯珃𤲗㿵𥀫𥀭𥬕䎃䒣苒蒅蹨䣸䤡𨹌𩃵𩢡𩧬𩶎
ràn,𡜉𥣹𥣺
rāng,嚷
ráng,儴勷孃𣰶瀼獽瓤𤬥𤰂禳穣穰䉴蘘𧟄躟𨟚鑲𩆶鬤
rǎng,嚷壌壤𢐿忀攘𣩽𤅑爙𥗝穰纕䑋蠰𨏛
ràng,懹攘欀瀼让譲讓
ráo,娆嬈桡橈㹛犪𦪛荛蕘襓饶饒
rǎo,㑱𠒸𡈦娆嬈扰擾绕繚繞𧳨𨇄隢
rào,撓穘绕繞蟯遶
ré,捼若
rě,喏惹𢞇若𧧏
rè,偌㳧渃热焫熱𤑄若𧧏蹃𩭿
rén,人亻仁任儿壬妊𡰥𢇦忈忎朲秂䌾𦏀芢䚾𧥷䛘鈓銋魜鵀
rěn,𠲏𢆉忍㣼栠栣棯㲽涊秹稔綛𦬄荏荵菍躵銋𩑉䭃𩠈
rèn,仞仭任刃刄𠯄妊姙屻岃㠴忍恁扨𣅉杒梕㶵牣㸾䀔䀼祍䇮紉纫紝纴絍䋕𦍌肕䏕腍葚衽袵认訒讱認𧴬𨉃軔轫釰靭靱韌韧飪饪餁𩵕𪔺
rēng,戎扔𢫨
réng,仍𠧟𠮨𠯷𠯹㭁𣗐㺱礽䄧穰𥾋耳艿䚮𧹈辸𨸐陾
rèng,扔艿芿
rì,𠟅𡆸囸𡈎𡉭日氜𤝍𦨙䒤釰鈤馹驲
rōng,茸
róng,傛𠞕𠹍㘇媶嫆嬫㝐容峵嵘嵤嶸巆㣑戎搈搑曧栄㭜榕榮榵毧㲓𣮪㲨𣯏𣯐氄溶瀜烿熔爃狨㺎瑢㼸𥎂𥑳穁䇀𥨳䇯𥬪䈶𥼬絨绒縙羢𦗋𦗨肜茙茸荣蓉蝾融螎𧎣蠑䘬褣䠜𨉴𨉷䡆軵䡥䤊鎔镕𨲟䩸𩍉𩎂頌駥髶𩮠𪃾
rǒng,傇冗𠰽坈𡊫𡊸𡖢宂𡦼𡫦𡭋𢐿𢦿𢫨𣭲㲝𣯍𣯏氄𣰇𣲽𤘺𤘻𥎜䄾縙縟𦔋茸𦶇𧉡䠜軵𨋠𨌣𨍅𨍷䢇𨒆隔䩸𩒷𩚗𩼅𪕁𪕎𪗴
ròng,𠌚縙
rong,穃
róu,𠠐厹媃𢘅揉柔渘煣瑈瓇㽥禸𥠊粈糅𦍭腬䐓葇蝚蹂輮𨛶鍒鑐䧷鞣騥髳䰆鰇鶔𪑶
rǒu,𡗑𢔟楺煣葇蹂輮韖
ròu,㖻宍楺肉䏔腬莥
rú,㐵侞偄儒𠟺𠤦吺咮嚅𡄲如𡜚嬬𡥶孺帤挐㨎曘桇𣖹𣚐檽𣭠洳渪溽𣽈𣽉濡燸𤡤獳㾒𥙦𥞚筎䋈繻臑𦤊茹𦭰𦳾蒘𦷸蕠薷𧊟蝡蠕袽襦䞕邚𨚴醹銣铷鑐需𩄋顬颥䰰𩶯𩸐鱬鴑鴽
rǔ,乳𡈴女𡜃𡫽𡮚擩汝㳶㼋肗辱鄏𨨜𩍥𪏮𪑾
rù,入嗕媷𢖵𢛚㦺扖擩月杁𣯋洳溽㹘㾒䄾縟缛肉蓐褥𩱨𩶫鳰
ru,嶿
ruá,挼
ruán,堧壖㧫𢱾撋擩𣽈𣽳𤲬𥈇䙇
ruǎn,偄㓴𠟺𠤦媆𢘧𢡵𣃅朊㮕檽𣡗濡燸瑌𤧠瓀㼱㽭𥊶𥎀𥎘碝礝䆓𥩗𥯬緛耎䎡腝䓴𦶇𦺾蝡䞂軟软𨋚輭𨒩阮需𩏈䪭
ruàn,緛𨨰𨪳𨬔
ruí,婑㧫撋桵㮃𣬘甤䅑綏緌苼蕤𦼆踒䬐
ruǐ,𡯒惢橤𣛚𥳝繠蕊蕋蘂蘃𧄜
ruì,兑内㓹叡壡㢻𢣳抐㨅㪫枘棁㲊汭瑞睿䂱䄲笍䇤䌼芮䓲蚋蜹䜭鈉銳鋭锐𨧨鏸𨳙𪏩
rún,撋𥆧瞤𩀋
rǔn,𠷀
rùn,㠈橍润潤䏰膶閏闰𨳝閠䦞𨷎
ruó,挼捼撋
ruò,偌叒婼嵶弱惹𢜪楉渃溺焫𤍽爇𤣼箬篛䐞𦩸芮若蒻𧃪䚥𨀝鄀𨴚鰙鰯鶸
sā,仨𠬙挱挲撒𣬬𥋌
sǎ,𡄳撒攃洒潵灑𥸗纚訯躠𨐖靸鞈𩎕𩨞
sà,㒎𠎷卅𠦃𠱡𠿓𡐥𡒁㚫𢓔𢕬𢫬摋𢶍𢻨㪪𣀯𣘤𣜂檫櫒殺泧㽂𥵯䊛𥻦脎𦠿䑥萨蔡𦻅𦼧薩𧀕虄䙣訯䛽𧭝趿𨃛𨆂钑鈒鎝鏾𨷆隡霅𩆅𩐅颯飒䬃𩗉𩗞馺𩣞
sa,𠮿
sāi,嘥噻塞𡨄思愢揌㩙毢毸腮䚡顋䰄鰓鳃𪃄
sǎi,㗷㘔䈢
sài,僿嗮塞𡬉簺𦞫賽赛
sān,三厁叁參𢁘弎散𣀫𣬛毵毶毿犙䈀糝𦙱𦙸蔘謲𧱆𧽾鬖𩯑
sǎn,仐伞傘傪參𡙘𢕕㧲散𥊀𥒬䉈䊉糁糂糝糣糤繖𦷻蔘𦺻鏒鏾𩀲𩀼霰䫩𩜱𩞀饊馓𩨡
sàn,俕帴𢕕悷㤾散㪔㪚𣀧𣮠潵𦡨𧗋閐𨸃䫅鬖
san,𠮿壭橵
sāng,丧喪𡠏桑桒槡𦅇纕𧍨䘮𨢆𩐷𩦌𪔬
sǎng,嗓𡕏搡𣞙𤸯𥔫磉𦟄褬䡦鎟䫙顙颡𩺞
sàng,丧喪𣉕𣊝䘮
sāo,𠋺哨𢔳慅㥰懆掻搔𣉔𣔱橾溞𤠘㺐㺑𤢖𥰱縿繅缫繰缲𦏛𦞣臊䑹𧂩螦鄵𨪊颾𩙈𩙰騒骚騷𩮚鰠鳋鰺鱢𧖠
sǎo,埽㛮嫂扫掃𦺋䕅𦾘騷
sào,哨埽𢜶𢠡懆𢤁扫掃𢮞搔梢㲧氉𣰕燥瘙㿋矂𦕏𦟄䐹臊𧑫𨃣𨧪鐰𩫦髞𪍻
sē,閪
sè,㒊𠎸𠟦𠟩𠢳啬𠵭嗇𠽼𠿗塞寨𡫟𡵶𢀋𢃢廧愬㥶𢡉懎拺𢱢擌栜㮦槭𣚟㱇歮歰泣洓涩渋㴔溹漬澁𣽤濇濏澀瀒𤁧𤖗𤛷琗瑟㻭璱㾊瘷𤾿𥈽穑穡穯𥱁䉢𥷹粣䊂𥻨繬𦆄𦐅色䔼薔虩𧈈𧒓𧒗𧨷譅𨆙轖鉍銫铯鎍鎩鏼闟雭𩃑䨛𩄜𩇣𩊯𩍙𩏫𩕡飋𩰙
sēn,傪㜗摻森椮槮𣟹滲𧂅襂
sěn,洒𩕌
sēng,僧䒏鬙
sèng,𡬙
shā,乷𠄒刹剎唦𡺧㠺𢅑𢩖𢫬挱挲摋𢶌𢼵𣉜杀杉桬榝樧𣛶𣡽殺毮㲚沙𣲓𣲡𣶤𣻑煞𤍁𤑣㸺猀痧砂硰粆紗纱𦀛𦕉𦭉莎𦱵蔱𧋊裟𧜁賒铩䤬𨪍鎩閷𩊮𩮫魦𩵮鯊鯋鲨𪄅𪌮
shǎ,傻儍𧫝
shà,倽𠍽𠚺厦哈唼啑啥喢嗄噎㛼帹𢇗廈𢔣接攝㬠𣓉㰱歃㰼𣣮𣣺歰沙濈㵤煞𤟃𥈊箑䈉𥯦翜翣𦔯𦔰𦩿菨萐𦾚𧏫𧚨䝊𧲌𧳛𧻵𨖷𨘉閯霅霎䬊
sha,繌
shāi,㩄㴓筛篩簁簛諰酾釃
shǎi,𢄌摋繺色𧜁
shài,𠱡攦晒㬠曬殺𣻑𧜁𨢦閷𩂃𩂝𩴇䵘
shān,删刪剼嘇圸埏姍姗山幓彡扇挻搧摻𣆴杉柵栅𣖉檆㰑櫼𣧺𣬛𣲀潸澘烻煔煽狦猭㺑𤢖珊痁䀐𥊀穇笘縿纔𦎞𦏂羴羶脠膻舢芟苫葠𦳫蔪𦺭衫䘰𧛄𧛡襂襳𧲾跚𨁆軕𨏪邓邖𨝩𨝵釤钐閊𩁺䩔𩌰䪌顫髟鯅𪑃
shán,𧨾
shǎn,𠿞㚒𡟨𢒉𢒹掺㨛摻㨻㪎𢿈晱𣪶㴸㶒炶𤇄煔𤊼熌㺑𥄘鿃睒𥈚䁴𧀵覢𧧵𧴭䠾閃閄闪陕𨹈𨹊陝𩆤𩆫顃
shàn,傓僐僤儃儋𠚹剡单𠫹善單墠墡壇嬗嶦㣌㣣𢕻扇𢩢𢫔掞掸㨛撣擅擔攙敾㪨椫𣓒㯆樿檀歚𣩧汕潬澹𤀤灗㺑𤮜疝𤺪𥔱磰禅禪䄠笧𥰢𥸣繕缮𦍸𦘹膳苫𦶋𧎥蟬蟮蟺訕讪䚲謆譱𧭽𧷶贍赡赸䡪鄯釤钐銏䥇䦂鐥䦅饍𩟋騸骟𩦐䱇䱉鱓鱔鳝鱣䴮𪍶
shāng,伤傷商𠼬場塲墒愓慯殇殤汤湯滳漡熵𤎘𤳈𤵼𥏫禓蔏螪觞觴謪𧶜踼𨢩𨶼鬺𪄲䵰䵼
shǎng,上垧埫扄晌曏𧡮賞赏𧶜贘鑜䬕𩞃𩞧
shàng,丄上尙尚恦𤔚𤵼緔绱蠰䟫鞝
shang,裳
shāo,𠷃娋𡡏弰捎𢼼旓梢溲烧焼燒𥙬稍筲䈰䈾𥳓綃𦄏𦓴艄莦萷䔠蕱蛸裢輎𨱭𨲆鞘韒颵𩬏髾鮹
sháo,佋勺𢦽招杓柖㲈㸛玿𤱠芍苕𦯐𨊢韶
shǎo,少捎搜𢾐㪢𥵦䒚䔠𦿃𧣪𨈘𨙹髾
shào,佋削劭𠣫𠧙卲召哨娋少捎柖梢潲𤉎燒㷹燿睄稍笤紹绍綤𦓴䏴𦡱艄袑䙼𧣪𧳹邵𨛍䬰髾
shē,𠾏𡄢奓奢檨猞畬畲𥿞賒賖赊輋𨣍𩩗
shé,𥝀佘𠋞㓭折抴揲𢶅𣸚㵃𤜣碟磼𥰰舌𦯬𦴍𦼢虵蛇𧉮蛞蛥䞌𧵳邪鉈鍦阇闍鞨
shě,𢉃捨舍䬷
shè,厍厙𠪣𠴯射㢵弽𢗭㤴慑慴懾拾挕摂摄摵攝𣝒欇𣠞𣣭歙涉涻渉㴇滠灄𤙱𤠭𤺔䀅𥁹䀹睫𥍉𥔡社𥘦䄕𦁗聶舍舎葉蔎𧌖蠂設设䜓𧮿赦䠶𨛭𨝫䤮𩂨𩂴韘𩙝䬦騇𩮐麝
shéi,誰谁
shēn,伸侁信㑗兟参參㕥呻𠻝堔𡖬妽姺娠嫀㜪屾峷幓𢈯𢏎𢘊扟抻搷敒𣃵𣇗曑柛棽𣔗㮱𣘘𣘲氠深燊珅甡甧申𠃫𤶴眒𥆣砷神䅸穼𥥍𥥿𥳱籶籸𥸬糁糝紳绅綝罙𦐹胂𦜊莘葠蓡蔘𦸂𦸯𦺷薓裑𧢹訷詵诜身𨊘𨐍𨐔𨐕𨝐𨞲鉮震𩉼駪䯂鯓鯵鲹鰺𩺵鵢
shén,什榊𤕊甚神鉮䰠鰰
shěn,𠘆吲哂嘇㚞㚨婶嬸审宷審𡼬𢈇𢊲弞𢏦抌𢸙曋棯槮㰂沈淰渖𣿇瀋㶒𤏗㾕瞫矤矧𥏖𥬐𧀯覾訠諗谂谉讅邥頣魫𩶇鯅
shèn,𠂧侺𠗿𢊖愼慎㥲昚椹㰮涁渗湛滲㵕甚瘆瘮眘瞋祳𥥍䆦罧𦌀𦕽肾胂脤腎𦜜葚蜃蜄𧵬鋠𨴐𩅨䫖䰼黮
shēng,𠇷升呏𠴢声姓𢦑斘昇曻枡栍𣢡殅㱡殸𣬺泩湦焺牲𤚣狌珄生甥𥘥𥟎竔笙𦖞聲胜苼𧿘𨁠𨕻鉎鍟阩陞陹䲼鵿䴤鼪
shéng,憴渑澠绳縄繩𦩱譝𩍋䱆鱦
shěng,偗冼㗂𡞞𡨽㮐渻㼳㾪省眚䁞箵𦔄𦳗𧍖䚇𨜜𨲓𨵥䪿
shèng,丞乘𠓸𠓽剰剩勝圣垩墭娍媵嵊晟晠椉榺橳㹌琞㼩𤯡甸盛繩䎴𦕡聖胜𦛙蕂𧡶𧪝貹賸䞉𨚱𨲉𪅻
shī,𠇳𠓤厔呞𠷇嘘𡂓失𡟕𡠋尸屍𢀕师師𢧏𢺿𢻫𢼉𢼊𣁒施𣤘浉湤湿溮溼濕灑狮獅瑡𤹌𥍸𥛨𥜰箷篩絁䌤䌳𦌿𦒈䏉葹蒒蓍虱𧍀蝨䗐𧕯𧜂褷襹䙾𧠜𧠡訑詩诗𧩹邿酾釃釶鉇鉈鍦𩒂𩙢𩥐𩬭魳𫚕鯴鲺鰤鳲鸤鳾䴓𪀔鶳𪓿𪓻
shí,乭什十𠥿𠩔𠯰𠰴㖷𡀗埘堤塒𡚼姼实実宲寔實𡫵峕𡺔嵵𢨝拾提𢻘㫑时旹時𣏚榯𣧚汁湜溡㵓炻𤸤𥇲石䂖𥐘示祏䄷竍䈕𦔂莳蒔𧄹蚀䖨蝕识識辻遈𨙩鉐䦹食飠饣鮖鲥鰣䲽𪊢鼫鼭䶡
shǐ,乨使兘𠘪㕜史始宩𡰯𡱁屎𡶈𢁓㢁𢏯彖斯施𣆘榁㹬狶㹷痑矢䂠𥑏笶䒨𦰯𦳊𧥖豕𧳅鉂𨴯駛驶𩭐𩰢𪊢𪗧
shì,丗世𠀍𠁗亊事仕似侍㒾冟势𠡥勢卋㔺𠫺叓呩𠰚咶唑啇嗜噬𡅵𡉸埶士奭媞嬕𡣪室寺屍峙𡷈崼市𢂑𢃰式弑弒徥忕忯恀恃惿𢝬𢟯戺拭挈揓是昰枾柹柿栻楴𣚌檡㱁殖殺𣬐氏沶㳏液澤澨𤆰烒𤉏煶𤑦𤖻㸷𤜣㹝狧𤢼𤯄𤯜畤眂眎眡𥅔𥅞睗䁺示礻视視秲𥥥𥫴筮𥰰簭䊓𥼶𥿅𥿮繹耆𦔥肢䏡𦚨舍舐舓莳蒔𦿇𧊖𧋒螫褆𧝊襫𧞲觢识䛈試试𧧅誓諟諡謚谥識豉䜴𧳅貰贳𧵋赫𧻸䟗跩踶軾轼𨒍适𨒧逝遞適遰遾郝𨟂醳釈释釋鈰鉃铈鉽銴䤭䤱鍉鎩𨱡䦙𨸝𨽄䩃𩋡𩗎飭飾饰𩛌𩛏餙餝䭄馶䰄鰘齛
shi,佦匙殖𥫽篒籂
shōu,𠈅収㧃收敊𤙘𤚔𤱜𥅪
shóu,熟
shǒu,垨㝊守𡧕𡭮手掱𥅷𥾹𦣻艏𧵃首𩠦䭭𩠶
shòu,兽受𠱔售㖟𠷃𠷎嘼壽夀守寿𡬳㥅授𣒻涭濤狩獣獸痩瘦𥙰𥨝綬绶膄𧈙𧌅𧚯𧜃𧤙䛵𧯼𨛶𨞪醻鏉𨱒𩴍𪈀
shou,扌
shū,书㑐俆俶倏倐儵兪𠘧𠙎㓱叔姝娶𡧔尗㡏忬悆𢞣抒捈掓揄摅攄𣉛書朱杸枢梳樞橾殊殳毹毺氀𣰿淑瀭焂𤕟㸡瑹㼡𤱐疋疎疏𤴙䇬𥳕紓纾紵𥿇綀𦈌𦈷𦍄𦐣翛𦤂舒荼菽𦶕蔬𦺗𧊠𧠣豫跾踈𨁀軗𨐅輸输透𨛭鄃陎除䨹䩱𩛅𩪍𩳅鮛𩷌䱙𩾈鵨𪅰
shú,㒔售塾𡒒婌孎孰𡦛尗𢧇术㯮𣤯熟璹䃞秫蒣𧇝蠾赎贖𨶝𨷙𩢻䴰
shǔ,𡤽𡱆属屬𢋂数數𣀻暑暏曙潻㻿癙𤻃𥍝稌𥣋籔糬署䑕蔬𦺪薥薯藪藷𧁿𧄔蜀𧑓𧒑蠴襡襩䝪䞖䟉鐲𨽉鱪鱰鸀黍鼠鼡
shù,侸俞𠊪𠐊兪𠦜咰𠲌嗽𠾢𡂡𡊍墅𡑀𡔪㛸㜐𡣈尌㡏庶庻㣽怷恕𢠫戍捒数數㫹朮术束杼𣏗树樹㲓沭涑漱潄㵂𣻚潏澍濖㶖㷂𤍓𤗪𤘷𤞉㽰㾁𥌚𥞃竖竪䉀絉𦒶腧𦠦荗蒁虪術𧗱䘤裋𧞀𧞫謶䜹豎䝂贖𧼯𨅒䠼輸述䢞𨔦䢤野鉥錰鏣隃䩱鶐鷸𪌶𪐧
shuā,𠛚刷㕞唰涮選
shuǎ,𤔙耍𩈥𩉆𩤤
shuà,刷唆誜
shuāi,摔㲤𤠠𤸬𤺀綏縗衰𨄮
shuǎi,甩
shuài,𠌭𠞩卛帅帥𢕅𢕑𣘚𣼧𤀤率𧍓蟀𧗿𧜠䢦𩘱
shuān,𢩠拴栓𣔫𣟴𣠸閂闩
shuàn,專𡭐𢮛栓槫汕涮𤅲𦁆𦝏腨𦺲踹𨄔𨏉䧠
shuāng,双㕠孀孇欆泷瀧爽礵䉶䌮艭𧄐𧕟𧕺䝄𨇯雙霜䨥𩅪𩆿騻𩦌驦骦𩽧鷞鸘鹴
shuǎng,傱𠗾塽𡑽慡樉漺爽㼽𥡠𥱶縔𦄍𦆌䔪䗮𧴅鏯䫪鷞
shuàng,㦼淙灀𥲚𧕺
shuí,脽𧀣誰谁
shuǐ,𡯑𡱊𢏅水氺𤆙𥫸𦙙
shuì,𠻜娷帨𢇤㥨捝涗涚㽷睡瞓𥌘祱稅税𦣢裞説说𨓚𨿠䬽𩟥䭨𩩞䳠
shui,氵閖
shǔn,吮楯盾䐏輴𨺠
shùn,俊巛恂㥧橓䀢眴䀵瞚瞤瞬舜䑞蕣巡𨝜順顺鬊䴄
shuō,哾𧋊說説说
shuó,杓
shuò,勺𠲾𠲿嗍嗽妁揱搠数數𣀝朔槊㮶𣝇欶汋洬𣷥𣸛溯𣻘濯𤄶烁燿爍獡𤡯𤢴療䀥䁻𥌞矟硕碩箾䈾䌃𦂗𦃗𦋞萷蒴䔠藥銏铄𨨺鎙鑠𩟧𪎒
sī,丝𠀓俬偲傂𠖓凘虒厮厶司咝嘶噝媤𡡒㟃㠼𢈶𢊀廝徙思恖𢛥愢𢠹𢦲撕𣂖斯析楒榹𣚄泀㴲澌𤆟燍㺇㺨𤣵㽄𤺊𥄶𥐀磃𥕶禗禠私𥝠𥠱䇁𥯨簛籭糸糹纟絲緦缌𦇲𦇵罳𦭡𦮺菥𦸷蕬䔮𦽕𧀚蛳蜤螄螔蟖蟴𧝤謕䡳鉰銯鋖鍶锶鐁𨮭𩅰𩆵䫢颸飔騦𩺛䲉鸶鷉鷥𪆁𪆗麗𪕳鼶𪖉
sí,𦔌𧬊
sǐ,偲愢𣣑死
sì,亖以伺似佀佁価俟𠋡儩兕𢍭𠭈台司㕽𠳎嗣四姒㚶娰孠寺已巳㣈杫枱柶㭒梩㮐𣙼𣣌𣩠𣱻汜泗泤洍涘𣽷瀃牭㸻㹑𤱸𥒲祀祠𥙉禩䇃竢笥𥹊耜䎣肂肄肆䏤䒨蕼𧀩覗𧣛𧱅貄𧳙逘釲鈶鈻銉䦙𨽼雉食飤飴飼饲駟驷騃𩵗𩸟𪊍
si,厕廁
sōng,倯凇娀崧嵩庺㣝𢓣𢔋忪憁憽𢤄揔㬝松枀枩柗梥棇𣚜檧淞𣽫濍𤾥硹䈡𦬘菘蘴𧊕蜙𧌻𨠤鍶𨱛𨱿𩃭䯳䯷鬆𩮀䲲𪀚
sóng,𪨊㞞𩩺鬆
sǒng,傱𡷽嵷𡾼𢔩𢖗怂悚愯慫㧐捒㨦𢱤摗㩳楤漎竦𥳺䉥耸聳蓯䜬𨴏駷
